status,cz_title,en_title,year,episode_count,categories,sample_video_id,sample_url,sample_title,reason,closest_db_match
missing,The Handmaid's Tale - Offred,,,1,serialy-cz-sk,16412,https://online.sktorrent.eu/video/16412/the-handmaid-s-tale-offred-s01e01-cz,The Handmaid&#039;s Tale - Offred (S01E01)(CZ),"no episode link, no title match",Příběh služebnice / The Handmaid's Tale  (sim=0.73)
missing,Dexter - Volání krve,,,1,serialy-cz-sk,16397,https://online.sktorrent.eu/video/16397/dexter-volání-krve-s01e12-cz,Dexter - Volání krve (S01E12)(CZ),"no episode link, no title match",
missing,Dexter - S pravdou ven,,,1,serialy-cz-sk,16396,https://online.sktorrent.eu/video/16396/dexter-s-pravdou-ven-s01e11-cz,Dexter - S pravdou ven (S01E11)(CZ),"no episode link, no title match",
missing,Dexter - Vidět rudě,,,1,serialy-cz-sk,16395,https://online.sktorrent.eu/video/16395/dexter-vidět-rudě-s01e10-cz,Dexter - Vidět rudě (S01E10)(CZ),"no episode link, no title match",
missing,Dexter - Táta to ví nejlíp,,,1,serialy-cz-sk,16394,https://online.sktorrent.eu/video/16394/dexter-táta-to-ví-nejlíp-s01e09-cz,Dexter - Táta to ví nejlíp (S01E09)(CZ),"no episode link, no title match",
missing,Dexter - Cvokař k večeři,,,1,serialy-cz-sk,16393,https://online.sktorrent.eu/video/16393/dexter-cvokař-k-večeři-s01e08-cz,Dexter - Cvokař k večeři (S01E08)(CZ),"no episode link, no title match",
missing,Dexter - Okruh přátel,,,1,serialy-cz-sk,16392,https://online.sktorrent.eu/video/16392/dexter-okruh-přátel-s01e07-cz,Dexter - Okruh přátel (S01E07)(CZ),"no episode link, no title match",
missing,Dexter - Vráceno odesílateli,,,1,serialy-cz-sk,16382,https://online.sktorrent.eu/video/16382/dexter-vráceno-odesílateli-s01e06-cz,Dexter - Vráceno odesílateli (S01E06)(CZ),"no episode link, no title match",
missing,Dexter - Americký sen,,,1,serialy-cz-sk,16381,https://online.sktorrent.eu/video/16381/dexter-americký-sen-s01e05-cz,Dexter - Americký sen (S01E05)(CZ),"no episode link, no title match",
missing,Dexter - Pomocná ruka,,,1,serialy-cz-sk,16379,https://online.sktorrent.eu/video/16379/dexter-pomocná-ruka-s01e04-cz,Dexter - Pomocná ruka (S01E04)(CZ),"no episode link, no title match",
missing,Dexter - Nevinné mládí,,,1,serialy-cz-sk,16377,https://online.sktorrent.eu/video/16377/dexter-nevinné-mládí-s01e03-cz,Dexter - Nevinné mládí (S01E03)(CZ),"no episode link, no title match",
missing,Dexter - Krokodýlí slzy,,,1,serialy-cz-sk,16376,https://online.sktorrent.eu/video/16376/dexter-krokodýlí-slzy-s01e02-cz,Dexter - Krokodýlí slzy (S01E02)(CZ),"no episode link, no title match",
missing,Dexter - Dexter,,,1,serialy-cz-sk,16375,https://online.sktorrent.eu/video/16375/dexter-dexter-s01e01-cz,Dexter - Dexter (S01E01)(CZ),"no episode link, no title match",Dexter: Nová krev / Dexter: New Blood  (sim=0.41)
missing,Bob's Burgers - Torpédo Jones,,,1,serialy-cz-sk,16355,https://online.sktorrent.eu/video/16355/bob-s-burgers-torpédo-jones-s01e13-cz,Bob&#039;s Burgers - Torpédo Jones (S01E13)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Humrfest,,,1,serialy-cz-sk,16354,https://online.sktorrent.eu/video/16354/bob-s-burgers-humrfest-s01e12-cz,Bob&#039;s Burgers - Humrfest (S01E12)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Sejdeme se v márnici,,,1,serialy-cz-sk,16352,https://online.sktorrent.eu/video/16352/bob-s-burgers-sejdeme-se-v-márnici-s01e11-cz,Bob&#039;s Burgers - Sejdeme se v márnici (S01E11)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Burgerová válka,,,1,serialy-cz-sk,16351,https://online.sktorrent.eu/video/16351/bob-s-burgers-burgerová-válka-s01e10-cz,Bob&#039;s Burgers - Burgerová válka (S01E10)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Smiřovací metody,,,1,serialy-cz-sk,16350,https://online.sktorrent.eu/video/16350/bob-s-burgers-smiřovací-metody-s01e09-cz,Bob&#039;s Burgers - Smiřovací metody (S01E09)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Umělecká smršť,,,1,serialy-cz-sk,16349,https://online.sktorrent.eu/video/16349/bob-s-burgers-umělecká-smršť-s01e08-cz,Bob&#039;s Burgers - Umělecká smršť (S01E08)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Pekelná pohostinnost,,,1,serialy-cz-sk,16348,https://online.sktorrent.eu/video/16348/bob-s-burgers-pekelná-pohostinnost-s01e07-cz,Bob&#039;s Burgers - Pekelná pohostinnost (S01E07)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Bobova oběť,,,1,serialy-cz-sk,16347,https://online.sktorrent.eu/video/16347/bob-s-burgers-bobova-oběť-s01e06-cz,Bob&#039;s Burgers - Bobova oběť (S01E06)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Burgerový kabaret,,,1,serialy-cz-sk,16346,https://online.sktorrent.eu/video/16346/bob-s-burgers-burgerový-kabaret-s01e05-cz,Bob&#039;s Burgers - Burgerový kabaret (S01E05)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Bojovnice Tina,,,1,serialy-cz-sk,16345,https://online.sktorrent.eu/video/16345/bob-s-burgers-bojovnice-tina-s01e04-cz,Bob&#039;s Burgers - Bojovnice Tina (S01E04)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Posvátná kráva,,,1,serialy-cz-sk,16344,https://online.sktorrent.eu/video/16344/bob-s-burgers-posvátná-kráva-s01e03-cz,Bob&#039;s Burgers - Posvátná kráva (S01E03)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Zašívárna,,,1,serialy-cz-sk,16343,https://online.sktorrent.eu/video/16343/bob-s-burgers-zašívárna-s01e02-cz,Bob&#039;s Burgers - Zašívárna (S01E02)(CZ),"no episode link, no title match",
missing,Bob's Burgers - Z čeho je ten burger,,,1,serialy-cz-sk,16342,https://online.sktorrent.eu/video/16342/bob-s-burgers-z-čeho-je-ten-burger-s01e01-cz,Bob&#039;s Burgers - Z čeho je ten burger (S01E01)(CZ),"no episode link, no title match",
missing,The Act - Two Wolverines,,2019,1,serialy-cz-sk,16329,https://online.sktorrent.eu/video/16329/the-act-two-wolverines-e03-2019-cz,The Act - Two Wolverines (E03) (2019)(CZ),"no episode link, no title match",
missing,The Act - Teeth,,2019,1,serialy-cz-sk,16328,https://online.sktorrent.eu/video/16328/the-act-teeth-e02-2019-cz,The Act - Teeth (E02) (2019)(CZ),"no episode link, no title match",
missing,The Act - La Maison du Bon Reve,,2019,1,serialy-cz-sk,16327,https://online.sktorrent.eu/video/16327/the-act-la-maison-du-bon-reve-e01-2019-cz,The Act - La Maison du Bon Reve (E01) (2019)(CZ),"no episode link, no title match",
missing,Spadla z oblakov - Rozlúčka,,1978,1,serialy-cz-sk,15696,https://online.sktorrent.eu/video/15696/spadla-z-oblakov-rozlúčka-e13-1978-sk,Spadla z oblakov - Rozlúčka (E13)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Strelnica,,1978,1,serialy-cz-sk,15691,https://online.sktorrent.eu/video/15691/spadla-z-oblakov-strelnica-e12-1978-sk,Spadla z oblakov - Strelnica (E12)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Únos,,1978,1,serialy-cz-sk,15690,https://online.sktorrent.eu/video/15690/spadla-z-oblakov-Únos-e11-1978-sk,Spadla z oblakov - Únos (E11)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Operácia Púpava,,1978,1,serialy-cz-sk,15689,https://online.sktorrent.eu/video/15689/spadla-z-oblakov-operácia-púpava-e09-1978-sk,Spadla z oblakov - Operácia Púpava (E09)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Výlet raketou,,1978,1,serialy-cz-sk,15685,https://online.sktorrent.eu/video/15685/spadla-z-oblakov-výlet-raketou-e10-1978-sk,Spadla z oblakov - Výlet raketou (E10)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Záhadný cudzinec,,1978,1,serialy-cz-sk,15679,https://online.sktorrent.eu/video/15679/spadla-z-oblakov-záhadný-cudzinec-e08-1978-sk,Spadla z oblakov - Záhadný cudzinec (E08)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Tajomník,,1978,1,serialy-cz-sk,15678,https://online.sktorrent.eu/video/15678/spadla-z-oblakov-tajomník-e07-1978-sk,Spadla z oblakov - Tajomník (E07)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Otec to zariadi,,1978,1,serialy-cz-sk,15676,https://online.sktorrent.eu/video/15676/spadla-z-oblakov-otec-to-zariadi-e06-1978-sk,Spadla z oblakov - Otec to zariadi (E06)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Banket,,1978,1,serialy-cz-sk,15674,https://online.sktorrent.eu/video/15674/spadla-z-oblakov-banket-e05-1978-sk,Spadla z oblakov - Banket (E05)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Prepad,,1978,1,serialy-cz-sk,15673,https://online.sktorrent.eu/video/15673/spadla-z-oblakov-prepad-e04-1978-sk,Spadla z oblakov - Prepad (E04)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Svadobné šaty,,1978,1,serialy-cz-sk,15671,https://online.sktorrent.eu/video/15671/spadla-z-oblakov-svadobné-šaty-e03-1978-sk,Spadla z oblakov - Svadobné šaty (E03)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Lietač,,1978,1,serialy-cz-sk,15669,https://online.sktorrent.eu/video/15669/spadla-z-oblakov-lietač-e02-1978-sk,Spadla z oblakov - Lietač (E02)(1978)(SK),"no episode link, no title match",
missing,Spadla z oblakov - Zjavenie,,1978,1,serialy-cz-sk,15668,https://online.sktorrent.eu/video/15668/spadla-z-oblakov-zjavenie-e01-1978-sk,Spadla z oblakov - Zjavenie (E01)(1978)(SK),"no episode link, no title match",
missing,Family Guy - Regarding Carter,,,1,serialy-cz-sk,15551,https://online.sktorrent.eu/video/15551/family-guy-regarding-carter-s17e05-cz,Family Guy - Regarding Carter (S17E05)(CZ),"no episode link, no title match",
missing,Fate : The Winx Saga - Fanatické srdce,,2021,1,serialy-cz-sk,15527,https://online.sktorrent.eu/video/15527/fate-the-winx-saga-fanatické-srdce-e06-2021-cz,Fate : The Winx Saga - Fanatické srdce (E06)(2021)(CZ),"no episode link, no title match",
missing,Fate : The Winx Saga - Prosoužit se k pravdě,,2021,1,serialy-cz-sk,15526,https://online.sktorrent.eu/video/15526/fate-the-winx-saga-prosoužit-se-k-pravdě-e05-2021-cz,Fate : The Winx Saga - Prosoužit se k pravdě (E05)(2021)(CZ),"no episode link, no title match",
missing,Fate : The Winx Saga - Polámaný anděl,,2021,1,serialy-cz-sk,15525,https://online.sktorrent.eu/video/15525/fate-the-winx-saga-polámaný-anděl-e04-2021-cz,Fate : The Winx Saga - Polámaný anděl (E04)(2021)(CZ),"no episode link, no title match",
missing,Fate : The Winx Saga - Nadějné vyhlídky smrtelníků,,2021,1,serialy-cz-sk,15524,https://online.sktorrent.eu/video/15524/fate-the-winx-saga-nadějné-vyhlídky-smrtelníků-e03-2021-cz,Fate : The Winx Saga - Nadějné vyhlídky smrtelníků (E03)(2021)(CZ),"no episode link, no title match",
missing,Fate : The Winx Saga - Všichni se tady známe,,2021,1,serialy-cz-sk,15523,https://online.sktorrent.eu/video/15523/fate-the-winx-saga-všichni-se-tady-známe-e02-2021-cz,Fate : The Winx Saga - Všichni se tady známe (E02)(2021)(CZ),"no episode link, no title match",
missing,Fate : The Winx Saga - K vodě a do divočiny,,2021,1,serialy-cz-sk,15522,https://online.sktorrent.eu/video/15522/fate-the-winx-saga-k-vodě-a-do-divočiny-e01-2021-cz,Fate : The Winx Saga - K vodě a do divočiny (E01)(2021)(CZ),"no episode link, no title match",
missing,Black Books - Mejdan,,,1,serialy-cz-sk,15482,https://online.sktorrent.eu/video/15482/black-books-mejdan-s03e06-cz,Black Books - Mejdan (S03E06)(CZ),"no episode link, no title match",
missing,Black Books - Cestopisec,,,1,serialy-cz-sk,15481,https://online.sktorrent.eu/video/15481/black-books-cestopisec-s03e05-cz,Black Books - Cestopisec (S03E05)(CZ),"no episode link, no title match",
missing,Black Books - Malá sázka,,,1,serialy-cz-sk,15480,https://online.sktorrent.eu/video/15480/black-books-malá-sázka-s03e04-cz,Black Books - Malá sázka (S03E04)(CZ),"no episode link, no title match",
missing,Black Books - Mamula a taťula,,,1,serialy-cz-sk,15479,https://online.sktorrent.eu/video/15479/black-books-mamula-a-taťula-s03e03-cz,Black Books - Mamula a taťula (S03E03)(CZ),"no episode link, no title match",
missing,Black Books - Sloni a slepice,,,1,serialy-cz-sk,15478,https://online.sktorrent.eu/video/15478/black-books-sloni-a-slepice-s03e02-cz,Black Books - Sloni a slepice (S03E02)(CZ),"no episode link, no title match",
missing,Black Books - Manny se vrací,,,1,serialy-cz-sk,15477,https://online.sktorrent.eu/video/15477/black-books-manny-se-vrací-s03e01-cz,Black Books - Manny se vrací (S03E01)(CZ),"no episode link, no title match",
missing,Black Books - Zasloužená dovolená,,,1,serialy-cz-sk,15467,https://online.sktorrent.eu/video/15467/black-books-zasloužená-dovolená-s02e06-cz,Black Books - Zasloužená dovolená (S02E06)(CZ),"no episode link, no title match",
missing,Black Books - Pozdrav slunci,,,1,serialy-cz-sk,15466,https://online.sktorrent.eu/video/15466/black-books-pozdrav-slunci-s02e05-cz,Black Books - Pozdrav slunci (S02E05)(CZ),"no episode link, no title match",
missing,Black Books - Příbuzní,,,1,serialy-cz-sk,15465,https://online.sktorrent.eu/video/15465/black-books-příbuzní-s02e04-cz,Black Books - Příbuzní (S02E04)(CZ),"no episode link, no title match",
missing,Black Books - Machr,,,1,serialy-cz-sk,15464,https://online.sktorrent.eu/video/15464/black-books-machr-s02e03-cz,Black Books - Machr (S02E03)(CZ),"no episode link, no title match",
missing,Black Books - Letní horečka,,,1,serialy-cz-sk,15463,https://online.sktorrent.eu/video/15463/black-books-letní-horečka-s02e02-cz,Black Books - Letní horečka (S02E02)(CZ),"no episode link, no title match",
missing,Black Books - Pan umělec,,,1,serialy-cz-sk,15462,https://online.sktorrent.eu/video/15462/black-books-pan-umělec-s02e01-cz,Black Books - Pan umělec (S02E01)(CZ),"no episode link, no title match",
missing,"Black Books - Sbohem, domove!",,,1,serialy-cz-sk,15460,https://online.sktorrent.eu/video/15460/black-books-sbohem-domove-s01e06-cz,"Black Books - Sbohem, domove! (S01E06)(CZ)","no episode link, no title match",
missing,Black Books - Bezpečnostní dveře,,,1,serialy-cz-sk,15458,https://online.sktorrent.eu/video/15458/black-books-bezpečnostní-dveře-s01e05-cz,Black Books - Bezpečnostní dveře (S01E05)(CZ),"no episode link, no title match",
missing,Black Books - Okno,,,1,serialy-cz-sk,15457,https://online.sktorrent.eu/video/15457/black-books-okno-s01e04-cz,Black Books - Okno (S01E04)(CZ),"no episode link, no title match",
missing,Black Books - Hrozny hněvu,,,1,serialy-cz-sk,15456,https://online.sktorrent.eu/video/15456/black-books-hrozny-hněvu-s01e03-cz,Black Books - Hrozny hněvu (S01E03)(CZ),"no episode link, no title match",
missing,Black Books - Mannyho první den,,,1,serialy-cz-sk,15455,https://online.sktorrent.eu/video/15455/black-books-mannyho-první-den-s01e02-cz,Black Books - Mannyho první den (S01E02)(CZ),"no episode link, no title match",
missing,Black Books - Jak napálit berňák,,,1,serialy-cz-sk,15454,https://online.sktorrent.eu/video/15454/black-books-jak-napálit-berňák-s01e01-cz,Black Books - Jak napálit berňák (S01E01)(CZ),"no episode link, no title match",
missing,MacGyver - Cigar Cutter,,,1,serialy-cz-sk,15399,https://online.sktorrent.eu/video/15399/macgyver-cigar-cutter-s01e21-sk,MacGyver - Cigar Cutter (S01E21)(SK),"no episode link, no title match",
missing,MacGyver - Hole Puncher,,,1,serialy-cz-sk,15398,https://online.sktorrent.eu/video/15398/macgyver-hole-puncher-s01e20-sk,MacGyver - Hole Puncher (S01E20)(SK),"no episode link, no title match",
missing,MacGyver - Compass,,,1,serialy-cz-sk,15397,https://online.sktorrent.eu/video/15397/macgyver-compass-s01e19-sk,MacGyver - Compass (S01E19)(SK),"no episode link, no title match",
missing,MacGyver - Flashlight,,,1,serialy-cz-sk,15396,https://online.sktorrent.eu/video/15396/macgyver-flashlight-s01e18-sk,MacGyver - Flashlight (S01E18)(SK),"no episode link, no title match",
missing,MacGyver - Ruler,,,1,serialy-cz-sk,15395,https://online.sktorrent.eu/video/15395/macgyver-ruler-s01e17-sk,MacGyver - Ruler (S01E17)(SK),"no episode link, no title match",
missing,MacGyver - Hook,,,1,serialy-cz-sk,15394,https://online.sktorrent.eu/video/15394/macgyver-hook-s01e16-sk,MacGyver - Hook (S01E16)(SK),"no episode link, no title match",
missing,MacGyver - Magnifying Glass,,,1,serialy-cz-sk,15392,https://online.sktorrent.eu/video/15392/macgyver-magnifying-glass-s01e15-sk,MacGyver - Magnifying Glass (S01E15)(SK),"no episode link, no title match",
missing,MacGyver - Fish Scaler,,,1,serialy-cz-sk,15391,https://online.sktorrent.eu/video/15391/macgyver-fish-scaler-s01e14-sk,MacGyver - Fish Scaler (S01E14)(SK),"no episode link, no title match",
missing,MacGyver - Large Blade,,,1,serialy-cz-sk,15390,https://online.sktorrent.eu/video/15390/macgyver-large-blade-s01e13-sk,MacGyver - Large Blade (S01E13)(SK),"no episode link, no title match",
missing,MacGyver - Screwdriver,,,1,serialy-cz-sk,15389,https://online.sktorrent.eu/video/15389/macgyver-screwdriver-s01e12-sk,MacGyver - Screwdriver (S01E12)(SK),"no episode link, no title match",
missing,MacGyver - Scissors,,,1,serialy-cz-sk,15388,https://online.sktorrent.eu/video/15388/macgyver-scissors-s01e11-sk,MacGyver - Scissors (S01E11)(SK),"no episode link, no title match",
missing,MacGyver - Pliers,,,1,serialy-cz-sk,15387,https://online.sktorrent.eu/video/15387/macgyver-pliers-s01e10-sk,MacGyver - Pliers (S01E10)(SK),"no episode link, no title match",
missing,MacGyver - Chisel,,,1,serialy-cz-sk,15386,https://online.sktorrent.eu/video/15386/macgyver-chisel-s01e09-sk,MacGyver - Chisel (S01E09)(SK),"no episode link, no title match",
missing,MacGyver - Corkscrew,,,1,serialy-cz-sk,15384,https://online.sktorrent.eu/video/15384/macgyver-corkscrew-s01e08-sk,MacGyver - Corkscrew (S01E08)(SK),"no episode link, no title match",
missing,MacGyver - Can Opener,,,1,serialy-cz-sk,15383,https://online.sktorrent.eu/video/15383/macgyver-can-opener-s01e07-sk,MacGyver - Can Opener (S01E07)(SK),"no episode link, no title match",
missing,MacGyver - Wrench,,,1,serialy-cz-sk,15380,https://online.sktorrent.eu/video/15380/macgyver-wrench-s01e06-sk,MacGyver - Wrench (S01E06)(SK),"no episode link, no title match",
missing,MacGyver - Toothpick,,,1,serialy-cz-sk,15378,https://online.sktorrent.eu/video/15378/macgyver-toothpick-s01e05-sk,MacGyver - Toothpick (S01E05)(SK),"no episode link, no title match",
missing,MacGyver - Wire Cutter,,,1,serialy-cz-sk,15377,https://online.sktorrent.eu/video/15377/macgyver-wire-cutter-s01e04-sk,MacGyver - Wire Cutter (S01E04)(SK),"no episode link, no title match",
missing,MacGyver - Awl,,,1,serialy-cz-sk,15372,https://online.sktorrent.eu/video/15372/macgyver-awl-s01e03-sk,MacGyver - Awl (S01E03)(SK),"no episode link, no title match",
missing,MacGyver - Metal Saw,,,1,serialy-cz-sk,15371,https://online.sktorrent.eu/video/15371/macgyver-metal-saw-s01e02-sk,MacGyver - Metal Saw (S01E02)(SK),"no episode link, no title match",
missing,MacGyver - The Rising,,,1,serialy-cz-sk,15370,https://online.sktorrent.eu/video/15370/macgyver-the-rising-s01e01-sk,MacGyver - The Rising (S01E01)(SK),"no episode link, no title match",
missing,"Mafiáni - Juraj „Piťo"" Ondrejčák",,2015,1,serialy-cz-sk,15289,https://online.sktorrent.eu/video/15289/mafiáni-juraj-piťo-ondrejčák-e10-2015-sk,Mafiáni - Juraj „Piťo&quot; Ondrejčák (E10)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Jozef Svoboda,,2015,1,serialy-cz-sk,15288,https://online.sktorrent.eu/video/15288/mafiáni-jozef-svoboda-e09-2015-sk,Mafiáni - Jozef Svoboda (E09)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Ján Takáč,,2015,1,serialy-cz-sk,15286,https://online.sktorrent.eu/video/15286/mafiáni-ján-takáč-e08-2015-sk,Mafiáni - Ján Takáč (E08)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Pápayovci,,2015,1,serialy-cz-sk,15282,https://online.sktorrent.eu/video/15282/mafiáni-pápayovci-e07-2015-sk,Mafiáni - Pápayovci (E07)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Róbert Holub,,2015,1,serialy-cz-sk,15274,https://online.sktorrent.eu/video/15274/mafiáni-róbert-holub-e04-2015-sk,Mafiáni - Róbert Holub (E04)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Mafiánsky duel Gorila proti Čističovi,,2015,1,serialy-cz-sk,15273,https://online.sktorrent.eu/video/15273/mafiáni-mafiánsky-duel-gorila-proti-Čističovi-e06-2015-sk,Mafiáni - Mafiánsky duel Gorila proti Čističovi (E06)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Peter Steinhübel,,2015,1,serialy-cz-sk,15272,https://online.sktorrent.eu/video/15272/mafiáni-peter-steinhübel-e03-2015-sk,Mafiáni - Peter Steinhübel (E03)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Miroslav Sýkora,,2015,1,serialy-cz-sk,15271,https://online.sktorrent.eu/video/15271/mafiáni-miroslav-sýkora-e05-2015-sk,Mafiáni - Miroslav Sýkora (E05)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Eduard a Róbert Diničovci,,2015,1,serialy-cz-sk,15269,https://online.sktorrent.eu/video/15269/mafiáni-eduard-a-róbert-diničovci-e02-2015-sk,Mafiáni - Eduard a Róbert Diničovci (E02)(2015)(SK),"no episode link, no title match",
missing,Mafiáni - Tuti a Papas Danišovci,,2015,1,serialy-cz-sk,15268,https://online.sktorrent.eu/video/15268/mafiáni-tuti-a-papas-danišovci-e01-2015-sk,Mafiáni - Tuti a Papas Danišovci (E01)(2015)(SK),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Vlak,,,1,serialy-cz-sk,15173,https://online.sktorrent.eu/video/15173/agents-of-s-h-i-e-l-d-vlak-s01e13-cz,Agents of S.H.I.E.L.D. - Vlak (S01E13)(CZ),"no episode link, no title match",
missing,Patria - Mañana de domingo,,2020,1,serialy-cz-sk,15156,https://online.sktorrent.eu/video/15156/patria-mañana-de-domingo-e08-2020-cz,Patria - Mañana de domingo (E08)(2020)(CZ),"no episode link, no title match",
missing,Patria - Pan ensangrentado,,2020,1,serialy-cz-sk,15153,https://online.sktorrent.eu/video/15153/patria-pan-ensangrentado-e07-2020-cz,Patria - Pan ensangrentado (E07)(2020)(CZ),"no episode link, no title match",
missing,Patria - Patrias y mandangas,,2020,1,serialy-cz-sk,15152,https://online.sktorrent.eu/video/15152/patria-patrias-y-mandangas-e06-2020-cz,Patria - Patrias y mandangas (E06)(2020)(CZ),"no episode link, no title match",
missing,Patria - El país de los callados,,2020,1,serialy-cz-sk,15140,https://online.sktorrent.eu/video/15140/patria-el-país-de-los-callados-e05-2020-cz,Patria - El país de los callados (E05)(2020)(CZ),"no episode link, no title match",
missing,"Patria - Txato, entzun",,2020,1,serialy-cz-sk,15139,https://online.sktorrent.eu/video/15139/patria-txato-entzun-e04-2020-cz,"Patria - Txato, entzun (E04)(2020)(CZ)","no episode link, no title match",
missing,Patria - Últimas meriendas,,2020,1,serialy-cz-sk,15138,https://online.sktorrent.eu/video/15138/patria-Últimas-meriendas-e03-2020-cz,Patria - Últimas meriendas (E03)(2020)(CZ),"no episode link, no title match",
missing,Patria - Encuentros,,2020,1,serialy-cz-sk,15137,https://online.sktorrent.eu/video/15137/patria-encuentros-e02-2020-cz,Patria - Encuentros (E02)(2020)(CZ),"no episode link, no title match",
missing,Patria - Octubre beningo,,2020,1,serialy-cz-sk,15136,https://online.sktorrent.eu/video/15136/patria-octubre-beningo-e01-2020-cz,Patria - Octubre beningo (E01)(2020)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Počátek konce,,,1,serialy-cz-sk,15134,https://online.sktorrent.eu/video/15134/agents-of-s-h-i-e-l-d-počátek-konce-s01e22-cz,Agents of S.H.I.E.L.D. - Počátek konce (S01E22)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Vděčnost,,,1,serialy-cz-sk,15133,https://online.sktorrent.eu/video/15133/agents-of-s-h-i-e-l-d-vděčnost-s01e21-cz,Agents of S.H.I.E.L.D. - Vděčnost (S01E21)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Providence,,,1,serialy-cz-sk,15132,https://online.sktorrent.eu/video/15132/agents-of-s-h-i-e-l-d-providence-s01e18-cz,Agents of S.H.I.E.L.D. - Providence (S01E18)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Nic osobního,,,1,serialy-cz-sk,15131,https://online.sktorrent.eu/video/15131/agents-of-s-h-i-e-l-d-nic-osobního-s01e20-cz,Agents of S.H.I.E.L.D. - Nic osobního (S01E20)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Jediné světlo v temnotě,,,1,serialy-cz-sk,15130,https://online.sktorrent.eu/video/15130/agents-of-s-h-i-e-l-d-jediné-světlo-v-temnotě-s01e19-cz,Agents of S.H.I.E.L.D. - Jediné světlo v temnotě (S01E19)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Konec začátku,,,1,serialy-cz-sk,15129,https://online.sktorrent.eu/video/15129/agents-of-s-h-i-e-l-d-konec-začátku-s01e16-cz,Agents of S.H.I.E.L.D. - Konec začátku (S01E16)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Služebníci,,,1,serialy-cz-sk,15128,https://online.sktorrent.eu/video/15128/agents-of-s-h-i-e-l-d-služebníci-s01e15-cz,Agents of S.H.I.E.L.D. - Služebníci (S01E15)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Časy se mění,,,1,serialy-cz-sk,15127,https://online.sktorrent.eu/video/15127/agents-of-s-h-i-e-l-d-Časy-se-mění-s01e17-cz,Agents of S.H.I.E.L.D. - Časy se mění (S01E17)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - T.A.H.I.T.I,,,1,serialy-cz-sk,15126,https://online.sktorrent.eu/video/15126/agents-of-s-h-i-e-l-d-t-a-h-i-t-i-s01e14-cz,Agents of S.H.I.E.L.D. - T.A.H.I.T.I. (S01E14)(CZ),"no episode link, no title match",
missing,Agents of S.H.I.E.L.D. - Sémě,,,1,serialy-cz-sk,15124,https://online.sktorrent.eu/video/15124/agents-of-s-h-i-e-l-d-sémě-s01e12-cz,Agents of S.H.I.E.L.D. - Sémě (S01E12)(CZ),"no episode link, no title match",
missing,Gravity Falls - Gideonův úsvit,,,1,serialy-cz-sk,15122,https://online.sktorrent.eu/video/15122/gravity-falls-gideonův-úsvit-s01e20-cz,Gravity Falls - Gideonův úsvit (S01E20)(CZ),"no episode link, no title match",
missing,Gravity Falls - Šílení kluci,,,1,serialy-cz-sk,15121,https://online.sktorrent.eu/video/15121/gravity-falls-Šílení-kluci-s01e17-cz,Gravity Falls - Šílení kluci (S01E17)(CZ),"no episode link, no title match",
